GeneName	Reg	log2FoldChange
ENSG00000171478.7|SPACA5B|protein_coding	Down	-0.190286125671539
ENSG00000138411.13|HECW2|protein_coding	Down	-0.190210452454324
ENSG00000181754.7|AMIGO1|protein_coding	Down	-0.190073506579954
ENSG00000145687.16|SSBP2|protein_coding	Down	-0.190059963201479
ENSG00000186318.16|BACE1|protein_coding	Down	-0.189956559099394
ENSG00000132313.15|MRPL35|protein_coding	Down	-0.189801030110714
ENSG00000205078.6|SYCE1L|protein_coding	Down	-0.189696391086156
ENSG00000100599.16|RIN3|protein_coding	Down	-0.189695081518766
ENSG00000067141.17|NEO1|protein_coding	Down	-0.18950484345521
ENSG00000161551.14|ZNF577|protein_coding	Down	-0.189319373910688
ENSG00000197860.10|SGTB|protein_coding	Down	-0.189215357857763
ENSG00000178605.13|GTPBP6|protein_coding	Down	-0.189158781523427
ENSG00000160307.10|S100B|protein_coding	Down	-0.189148184701671
ENSG00000091483.7|FH|protein_coding	Down	-0.189119095939921
ENSG00000184276.3|DEFB108B|protein_coding	Down	-0.189079239091107
ENSG00000125533.6|BHLHE23|protein_coding	Down	-0.189078128621902
ENSG00000157181.16|ODR4|protein_coding	Down	-0.189061708529215
ENSG00000077420.16|APBB1IP|protein_coding	Down	-0.188982557746483
ENSG00000180660.8|MAB21L1|protein_coding	Down	-0.188690149682623
ENSG00000185033.14|SEMA4B|protein_coding	Down	-0.188670941120754
ENSG00000152192.8|POU4F1|protein_coding	Down	-0.188649204869274
ENSG00000135709.12|KIAA0513|protein_coding	Down	-0.188619219433758
ENSG00000104870.13|FCGRT|protein_coding	Down	-0.188557428466222
ENSG00000169609.14|C15orf40|protein_coding	Down	-0.188517969990421
ENSG00000123131.13|PRDX4|protein_coding	Down	-0.1884301803014
ENSG00000154721.15|JAM2|protein_coding	Down	-0.188331964207602
ENSG00000176108.9|CHMP6|protein_coding	Down	-0.188219447553335
ENSG00000132424.16|PNISR|protein_coding	Down	-0.188213802316772
ENSG00000093217.11|XYLB|protein_coding	Down	-0.188199891150537
ENSG00000123472.12|ATPAF1|protein_coding	Down	-0.188156311988259
ENSG00000081019.13|RSBN1|protein_coding	Down	-0.188141945671712
ENSG00000196187.12|TMEM63A|protein_coding	Down	-0.188102931101448
ENSG00000137101.13|CD72|protein_coding	Down	-0.188057412455938
ENSG00000162909.18|CAPN2|protein_coding	Down	-0.188003727403197
ENSG00000146540.15|C7orf50|protein_coding	Down	-0.187944784237101
ENSG00000156966.7|B3GNT7|protein_coding	Down	-0.187910008011706
ENSG00000215912.12|TTC34|protein_coding	Down	-0.187810878925097
ENSG00000187987.9|ZSCAN23|protein_coding	Down	-0.187776739424873
ENSG00000145331.14|TRMT10A|protein_coding	Down	-0.187727804120586
ENSG00000213265.9|TSGA13|protein_coding	Down	-0.187705093980854
ENSG00000145390.11|USP53|protein_coding	Down	-0.187552650690916
ENSG00000162402.14|USP24|protein_coding	Down	-0.187507969523469
ENSG00000185875.13|THNSL1|protein_coding	Down	-0.187467770809052
ENSG00000253368.4|TRNP1|protein_coding	Down	-0.187363360822131
ENSG00000204897.7|KRT25|protein_coding	Down	-0.187025085431847
ENSG00000102030.16|NAA10|protein_coding	Down	-0.187024203303518
ENSG00000175262.14|C1orf127|protein_coding	Down	-0.186981271198455
ENSG00000048740.18|CELF2|protein_coding	Down	-0.186970112746867
ENSG00000131264.3|CDX4|protein_coding	Down	-0.18690521288772
ENSG00000164530.15|PI16|protein_coding	Down	-0.186900912486015
ENSG00000203791.15|EEF1AKMT2|protein_coding	Down	-0.18688975276974
ENSG00000187244.12|BCAM|protein_coding	Down	-0.186876254617257
ENSG00000169953.12|HSFY2|protein_coding	Down	-0.186831657033499
ENSG00000134460.18|IL2RA|protein_coding	Down	-0.186828798601285
ENSG00000135185.12|TMEM243|protein_coding	Down	-0.186806318474829
ENSG00000152495.11|CAMK4|protein_coding	Down	-0.186741439056114
ENSG00000169139.12|UBE2V2|protein_coding	Down	-0.186739336694686
ENSG00000196565.15|HBG2|protein_coding	Down	-0.186636446227793
ENSG00000005073.6|HOXA11|protein_coding	Down	-0.1866300646881
ENSG00000048392.12|RRM2B|protein_coding	Down	-0.186627788673424
ENSG00000158079.16|PTPDC1|protein_coding	Down	-0.186555412099594
ENSG00000058600.16|POLR3E|protein_coding	Down	-0.186546937789043
ENSG00000130768.15|SMPDL3B|protein_coding	Down	-0.186519160240409
ENSG00000113282.14|CLINT1|protein_coding	Down	-0.186381648423382
ENSG00000140612.14|SEC11A|protein_coding	Down	-0.18636561535533
ENSG00000138190.17|EXOC6|protein_coding	Down	-0.186354194127969
ENSG00000131127.14|ZNF141|protein_coding	Down	-0.186173723002316
ENSG00000119684.16|MLH3|protein_coding	Down	-0.186159567515565
ENSG00000096746.17|HNRNPH3|protein_coding	Down	-0.186159333210284
ENSG00000178826.11|TMEM139|protein_coding	Down	-0.186141698318855
ENSG00000132463.14|GRSF1|protein_coding	Down	-0.186119961633429
ENSG00000179456.10|ZBTB18|protein_coding	Down	-0.186104861786835
ENSG00000183426.17|NPIPA1|protein_coding	Down	-0.186002770539062
ENSG00000136381.13|IREB2|protein_coding	Down	-0.185990622430672
ENSG00000166455.14|C16orf46|protein_coding	Down	-0.185985182428719
ENSG00000204131.9|NHSL2|protein_coding	Down	-0.185825178476268
ENSG00000148290.10|SURF1|protein_coding	Down	-0.18571060566121
ENSG00000165821.12|SALL2|protein_coding	Down	-0.185671931076447
ENSG00000105967.16|TFEC|protein_coding	Down	-0.185587470026373
ENSG00000168724.17|DNAJC21|protein_coding	Down	-0.185480064693794
ENSG00000118271.12|TTR|protein_coding	Down	-0.185384518887019
ENSG00000095380.11|NANS|protein_coding	Down	-0.185377765032719
ENSG00000226979.9|LTA|protein_coding	Down	-0.185365314074679
ENSG00000133961.20|NUMB|protein_coding	Down	-0.185315764828855
ENSG00000141642.9|ELAC1|protein_coding	Down	-0.185242025383129
ENSG00000163803.13|PLB1|protein_coding	Down	-0.185210207330385
ENSG00000234414.7|RBMY1A1|protein_coding	Down	-0.185203295173907
ENSG00000140650.12|PMM2|protein_coding	Down	-0.184995661144531
ENSG00000018610.15|CXorf56|protein_coding	Down	-0.18499494405838
ENSG00000267179.1|AC008770.2|protein_coding	Down	-0.18496234527461
ENSG00000167526.14|RPL13|protein_coding	Down	-0.184931204813068
ENSG00000086717.18|PPEF1|protein_coding	Down	-0.184805446359528
ENSG00000011201.12|ANOS1|protein_coding	Down	-0.184764787212813
ENSG00000139505.11|MTMR6|protein_coding	Down	-0.184703315796272
ENSG00000276203.5|ANKRD20A3P|protein_coding	Down	-0.184577783101916
ENSG00000183401.12|CCDC159|protein_coding	Down	-0.18454560764446
ENSG00000102076.10|OPN1LW|protein_coding	Down	-0.184426924404896
ENSG00000177143.5|CETN1|protein_coding	Down	-0.184426924404896
ENSG00000185894.8|BPY2C|protein_coding	Down	-0.184426924404896
ENSG00000271741.1|AC114490.2|protein_coding	Down	-0.184426924404896
ENSG00000213417.3|KRTAP2-4|protein_coding	Down	-0.18441539655755
ENSG00000162614.19|NEXN|protein_coding	Down	-0.184407203883982
ENSG00000205922.5|ONECUT3|protein_coding	Down	-0.184347984416291
ENSG00000068654.16|POLR1A|protein_coding	Down	-0.184124576501392
ENSG00000145423.5|SFRP2|protein_coding	Down	-0.184068972141401
ENSG00000162989.5|KCNJ3|protein_coding	Down	-0.184043100333461
ENSG00000267508.6|ZNF285|protein_coding	Down	-0.183895669196845
ENSG00000123094.15|RASSF8|protein_coding	Down	-0.183895467710846
ENSG00000170365.10|SMAD1|protein_coding	Down	-0.183656294029346
ENSG00000162894.12|FCMR|protein_coding	Down	-0.183634241230561
ENSG00000119396.11|RAB14|protein_coding	Down	-0.183586061952135
ENSG00000179163.12|FUCA1|protein_coding	Down	-0.183584053783834
ENSG00000124171.9|PARD6B|protein_coding	Down	-0.183567430301339
ENSG00000125354.24|SEPTIN6|protein_coding	Down	-0.183488953631865
ENSG00000133739.16|LRRCC1|protein_coding	Down	-0.183460153751449
ENSG00000162076.13|FLYWCH2|protein_coding	Down	-0.183251714798762
ENSG00000172171.11|TEFM|protein_coding	Down	-0.183235002289441
ENSG00000177707.11|NECTIN3|protein_coding	Down	-0.18319297125162
ENSG00000185899.1|TAS2R60|protein_coding	Down	-0.183154611000759
ENSG00000065883.16|CDK13|protein_coding	Down	-0.183138950007938
ENSG00000179299.17|NSUN7|protein_coding	Down	-0.183061752490848
ENSG00000130227.17|XPO7|protein_coding	Down	-0.183019861581758
ENSG00000064886.14|CHI3L2|protein_coding	Down	-0.183002203490118
ENSG00000215883.10|CYB5RL|protein_coding	Down	-0.182892529028931
ENSG00000169047.5|IRS1|protein_coding	Down	-0.182763960278895
ENSG00000197044.11|ZNF441|protein_coding	Down	-0.182763134768913
ENSG00000147145.12|LPAR4|protein_coding	Down	-0.182695972465162
ENSG00000164011.18|ZNF691|protein_coding	Down	-0.182675438157159
ENSG00000152409.9|JMY|protein_coding	Down	-0.182524690773221
ENSG00000261652.3|C15orf65|protein_coding	Down	-0.182492915079921
ENSG00000198797.7|BRINP2|protein_coding	Down	-0.182483788169376
ENSG00000147099.21|HDAC8|protein_coding	Down	-0.182381768179882
ENSG00000182253.15|SYNM|protein_coding	Down	-0.182356151604622
ENSG00000198242.14|RPL23A|protein_coding	Down	-0.18225772339372
ENSG00000130175.10|PRKCSH|protein_coding	Down	-0.181983585445251
ENSG00000131368.8|MRPS25|protein_coding	Down	-0.181910513996372
ENSG00000104783.14|KCNN4|protein_coding	Down	-0.1818630703506
ENSG00000163527.10|STT3B|protein_coding	Down	-0.18186002956904
ENSG00000171522.6|PTGER4|protein_coding	Down	-0.181808386962668
ENSG00000109814.12|UGDH|protein_coding	Down	-0.181763012464969
ENSG00000143158.11|MPC2|protein_coding	Down	-0.181720177626446
ENSG00000204899.6|MZT1|protein_coding	Down	-0.181699280125865
ENSG00000152582.14|SPEF2|protein_coding	Down	-0.181646606438003
ENSG00000132773.12|TOE1|protein_coding	Down	-0.181644753628674
ENSG00000163586.10|FABP1|protein_coding	Down	-0.181627937069548
ENSG00000145414.9|NAF1|protein_coding	Down	-0.181601016045294
ENSG00000169740.14|ZNF32|protein_coding	Down	-0.181368076859046
ENSG00000111796.4|KLRB1|protein_coding	Down	-0.181363355295077
ENSG00000108639.8|SYNGR2|protein_coding	Down	-0.181095431336683
ENSG00000162383.13|SLC1A7|protein_coding	Down	-0.180952461106427
ENSG00000196730.13|DAPK1|protein_coding	Down	-0.180910030846318
ENSG00000144744.17|UBA3|protein_coding	Down	-0.180866523707561
ENSG00000143772.9|ITPKB|protein_coding	Down	-0.180822210987043
ENSG00000154743.18|TSEN2|protein_coding	Down	-0.180814027886409
ENSG00000075336.12|TIMM21|protein_coding	Down	-0.180777990205256
ENSG00000214456.8|PLIN5|protein_coding	Down	-0.180743171124258
ENSG00000077238.14|IL4R|protein_coding	Down	-0.180722749226948
ENSG00000057468.7|MSH4|protein_coding	Down	-0.180620281432575
ENSG00000140538.16|NTRK3|protein_coding	Down	-0.18061357725827
ENSG00000253457.3|SMIM18|protein_coding	Down	-0.180475115342561
ENSG00000174748.22|RPL15|protein_coding	Down	-0.180473132856781
ENSG00000188906.16|LRRK2|protein_coding	Down	-0.180369704380396
ENSG00000141971.13|MVB12A|protein_coding	Down	-0.180268558227756
ENSG00000072694.21|FCGR2B|protein_coding	Down	-0.180167007801338
ENSG00000128849.11|CGNL1|protein_coding	Down	-0.180127891654919
ENSG00000166148.4|AVPR1A|protein_coding	Down	-0.179900425916599
ENSG00000181541.6|MAB21L2|protein_coding	Down	-0.179852302310194
ENSG00000215421.9|ZNF407|protein_coding	Down	-0.179751815319011
ENSG00000159069.14|FBXW5|protein_coding	Down	-0.179692691265597
ENSG00000127951.8|FGL2|protein_coding	Down	-0.179652630767082
ENSG00000196289.7|BECN2|protein_coding	Down	-0.179560596574938
ENSG00000118307.20|CFAP94|protein_coding	Down	-0.179535365063567
ENSG00000119638.14|NEK9|protein_coding	Down	-0.17940598292727
ENSG00000187735.14|TCEA1|protein_coding	Down	-0.179361314930539
ENSG00000198944.6|SOWAHA|protein_coding	Down	-0.179342488084548
ENSG00000178690.3|DYNAP|protein_coding	Down	-0.179339631387147
ENSG00000102178.13|UBL4A|protein_coding	Down	-0.179338983424169
ENSG00000131669.10|NINJ1|protein_coding	Down	-0.179336115239784
ENSG00000170624.13|SGCD|protein_coding	Down	-0.179247334467098
ENSG00000107864.15|CPEB3|protein_coding	Down	-0.179245779741246
ENSG00000172785.18|CBWD1|protein_coding	Down	-0.179211873502233
ENSG00000112232.10|KHDRBS2|protein_coding	Down	-0.179193498018361
ENSG00000168374.11|ARF4|protein_coding	Down	-0.179122914106552
ENSG00000171757.17|LRRC34|protein_coding	Down	-0.178843327638975
ENSG00000012174.12|MBTPS2|protein_coding	Down	-0.178834119440598
ENSG00000138834.14|MAPK8IP3|protein_coding	Down	-0.178822972135042
ENSG00000164040.18|PGRMC2|protein_coding	Down	-0.178809368952583
ENSG00000136866.14|ZFP37|protein_coding	Down	-0.178758809873502
ENSG00000121690.11|DEPDC7|protein_coding	Down	-0.178742542327976
ENSG00000164074.15|ABHD18|protein_coding	Down	-0.178554654434188
ENSG00000102239.5|BRS3|protein_coding	Down	-0.178415010888087
ENSG00000123384.14|LRP1|protein_coding	Down	-0.178410075016576
ENSG00000026297.16|RNASET2|protein_coding	Down	-0.178382536226711
ENSG00000132436.11|FIGNL1|protein_coding	Down	-0.178373460683231
ENSG00000170275.15|CRTAP|protein_coding	Down	-0.17836916870295
ENSG00000073331.18|ALPK1|protein_coding	Down	-0.178341521578914
ENSG00000011114.15|BTBD7|protein_coding	Down	-0.178321997740115
ENSG00000162896.6|PIGR|protein_coding	Down	-0.178315289786263
ENSG00000255374.3|TAS2R43|protein_coding	Down	-0.178245654155102
ENSG00000114737.16|CISH|protein_coding	Down	-0.178225904754021
ENSG00000164609.10|SLU7|protein_coding	Down	-0.178152933159648
ENSG00000205581.11|HMGN1|protein_coding	Down	-0.178096701002344
ENSG00000165416.15|SUGT1|protein_coding	Down	-0.178060196056336
ENSG00000126249.8|PDCD2L|protein_coding	Down	-0.177985035146949
ENSG00000170604.5|IRF2BP1|protein_coding	Down	-0.177920974880634
ENSG00000122787.15|AKR1D1|protein_coding	Down	-0.177853986282863
ENSG00000178188.14|SH2B1|protein_coding	Down	-0.177849583590299
ENSG00000175489.10|LRRC25|protein_coding	Down	-0.177764675228564
ENSG00000116704.8|SLC35D1|protein_coding	Down	-0.177760518686186
ENSG00000143162.9|CREG1|protein_coding	Down	-0.177756644283182
ENSG00000116586.12|LAMTOR2|protein_coding	Down	-0.177708552459069
ENSG00000154258.17|ABCA9|protein_coding	Down	-0.177568187566261
ENSG00000244405.8|ETV5|protein_coding	Down	-0.177531965873765
ENSG00000172175.15|MALT1|protein_coding	Down	-0.177491469550882
ENSG00000283268.1|TEX54|protein_coding	Down	-0.177451365214246
ENSG00000187758.8|ADH1A|protein_coding	Down	-0.177285653623842
ENSG00000116251.11|RPL22|protein_coding	Down	-0.177268638869355
ENSG00000119514.7|GALNT12|protein_coding	Down	-0.177266321623646
ENSG00000102302.8|FGD1|protein_coding	Down	-0.177247876060644
ENSG00000145901.16|TNIP1|protein_coding	Down	-0.177170568812868
ENSG00000277203.1|F8A1|protein_coding	Down	-0.177139310652154
ENSG00000006194.10|ZNF263|protein_coding	Down	-0.17710647530974
ENSG00000151150.22|ANK3|protein_coding	Down	-0.176877332826447
ENSG00000206107.2|KRTAP27-1|protein_coding	Down	-0.176875120092515
ENSG00000147183.10|CPXCR1|protein_coding	Down	-0.176845034623218
ENSG00000106052.13|TAX1BP1|protein_coding	Down	-0.17659948324252
ENSG00000022976.15|ZNF839|protein_coding	Down	-0.176437784082399
ENSG00000169057.24|MECP2|protein_coding	Down	-0.176420456078206
ENSG00000156171.15|DRAM2|protein_coding	Down	-0.176301297022479
ENSG00000173585.16|CCR9|protein_coding	Down	-0.176259291003596
ENSG00000137414.6|FAM8A1|protein_coding	Down	-0.176227032914176
ENSG00000162976.13|SLC66A3|protein_coding	Down	-0.17619401376034
ENSG00000163467.12|TSACC|protein_coding	Down	-0.176182220417097
ENSG00000101160.14|CTSZ|protein_coding	Down	-0.176176132719472
ENSG00000157426.14|AASDH|protein_coding	Down	-0.176140782988606
ENSG00000174032.17|SLC25A30|protein_coding	Down	-0.176091515849863
ENSG00000248383.5|PCDHAC1|protein_coding	Down	-0.17608830852544
ENSG00000255819.7|KLRC4-KLRK1|protein_coding	Down	-0.176074693416153
ENSG00000137713.16|PPP2R1B|protein_coding	Down	-0.17596432281756
ENSG00000229809.8|ZNF688|protein_coding	Down	-0.175947359133028
ENSG00000083535.16|PIBF1|protein_coding	Down	-0.175917858504466
ENSG00000198105.15|ZNF248|protein_coding	Down	-0.175857713307389
ENSG00000151498.12|ACAD8|protein_coding	Down	-0.175856117463383
ENSG00000129515.20|SNX6|protein_coding	Down	-0.175740355361274
ENSG00000163637.13|PRICKLE2|protein_coding	Down	-0.175688740594128
ENSG00000151553.15|FAM160B1|protein_coding	Down	-0.175637859240464
ENSG00000196468.8|FGF16|protein_coding	Down	-0.175635603529797
ENSG00000140463.14|BBS4|protein_coding	Down	-0.17563537799209
ENSG00000134318.14|ROCK2|protein_coding	Down	-0.175556518283114
ENSG00000205045.11|SLFN12L|protein_coding	Down	-0.175533859414068
ENSG00000148734.8|NPFFR1|protein_coding	Down	-0.17553299681843
ENSG00000175065.12|DSG4|protein_coding	Down	-0.175506317966585
ENSG00000172568.5|FNDC9|protein_coding	Down	-0.17548818973836
ENSG00000137674.4|MMP20|protein_coding	Down	-0.175368840145542
ENSG00000116005.12|PCYOX1|protein_coding	Down	-0.175337576240901
ENSG00000126870.16|DYNC2I1|protein_coding	Down	-0.175320461672257
ENSG00000223601.2|EBLN1|protein_coding	Down	-0.175245666970506
ENSG00000139318.8|DUSP6|protein_coding	Down	-0.175203616732195
ENSG00000122591.12|FAM126A|protein_coding	Down	-0.175160549790395
ENSG00000100796.17|PPP4R3A|protein_coding	Down	-0.175052685141227
ENSG00000279782.2|PPIAL4F|protein_coding	Down	-0.175010209064086
ENSG00000145721.12|LIX1|protein_coding	Down	-0.174976413861968
ENSG00000186642.16|PDE2A|protein_coding	Down	-0.174937940538772
ENSG00000110651.12|CD81|protein_coding	Down	-0.174880753942489
ENSG00000136936.11|XPA|protein_coding	Down	-0.174872025398168
ENSG00000143303.12|RRNAD1|protein_coding	Down	-0.174747970744353
ENSG00000110700.7|RPS13|protein_coding	Down	-0.174738437817235
ENSG00000164543.7|STK17A|protein_coding	Down	-0.174564845633567
ENSG00000167182.15|SP2|protein_coding	Down	-0.174475854582369
ENSG00000146197.9|SCUBE3|protein_coding	Down	-0.174456126948541
ENSG00000010704.18|HFE|protein_coding	Down	-0.174420739305182
ENSG00000272031.3|ANKRD34A|protein_coding	Down	-0.174281451163791
ENSG00000107554.17|DNMBP|protein_coding	Down	-0.174099994263426
ENSG00000140740.11|UQCRC2|protein_coding	Down	-0.174039126784471
ENSG00000112851.15|ERBIN|protein_coding	Down	-0.174025228950712
ENSG00000198959.12|TGM2|protein_coding	Down	-0.174018619587817
ENSG00000171530.15|TBCA|protein_coding	Down	-0.173994582915425
ENSG00000164164.17|OTUD4|protein_coding	Down	-0.173962981050753
ENSG00000169919.17|GUSB|protein_coding	Down	-0.173925760477255
ENSG00000236320.4|SLFN14|protein_coding	Down	-0.173779841830096
ENSG00000253305.2|PCDHGB6|protein_coding	Down	-0.173535147299099
ENSG00000005812.11|FBXL3|protein_coding	Down	-0.173511263695506
ENSG00000104613.12|INTS10|protein_coding	Down	-0.173451336034526
ENSG00000173253.15|DMRT2|protein_coding	Down	-0.173379640247383
ENSG00000116761.12|CTH|protein_coding	Down	-0.173377840732896
ENSG00000117308.15|GALE|protein_coding	Down	-0.173173245596558
ENSG00000130772.14|MED18|protein_coding	Down	-0.173155406746788
ENSG00000188322.8|SBK1|protein_coding	Down	-0.173083234376552
ENSG00000180116.15|C12orf40|protein_coding	Down	-0.17299198873599
ENSG00000150764.14|DIXDC1|protein_coding	Down	-0.172965503468588
ENSG00000007392.17|LUC7L|protein_coding	Down	-0.172862519694061
ENSG00000146409.12|SLC18B1|protein_coding	Down	-0.172719920136511
ENSG00000197279.4|ZNF165|protein_coding	Down	-0.172706204854308
ENSG00000204176.14|SYT15|protein_coding	Down	-0.172610316691963
ENSG00000116128.11|BCL9|protein_coding	Down	-0.172575790117795
ENSG00000144852.19|NR1I2|protein_coding	Down	-0.172554439747135
ENSG00000067798.16|NAV3|protein_coding	Down	-0.172461051808991
ENSG00000119699.8|TGFB3|protein_coding	Down	-0.172445772524534
ENSG00000116521.11|SCAMP3|protein_coding	Down	-0.172374211870306
ENSG00000171067.11|C11orf24|protein_coding	Down	-0.172324355880622
ENSG00000023171.18|GRAMD1B|protein_coding	Down	-0.172259176383491
ENSG00000112855.17|HARS2|protein_coding	Down	-0.172219588531623
ENSG00000113163.18|CERT1|protein_coding	Down	-0.172150430571405
